pmid,pmc,doi,manuscript,File,pii,publisher-id,coden,art-access-id,other,sici,publisher-manuscript
26883811,PMC4751294,10.3352/jeehp.2016.13.6,,PMC004xxxxxx/PMC4751294.xml,,jeehp-13-06,,,,,
,PMC4751361,10.1074/jbc.P115.703710,,PMC004xxxxxx/PMC4751361.xml,,P115.703710,,,,,
26873909,PMC4751365,10.1074/jbc.A115.656918,,PMC004xxxxxx/PMC4751365.xml,,A115.656918,,,,,
25315207,PMC4751474,10.2337/dc14-0596,,PMC004xxxxxx/PMC4751474.xml,,0596,,,,,
26765039,PMC4751512,10.1021/acs.nanolett.5b04821,,PMC004xxxxxx/PMC4751512.xml,,,,,,,
26756610,PMC4751513,10.1021/acs.nanolett.5b04586,,PMC004xxxxxx/PMC4751513.xml,,,,,,,
26848178,PMC4751567,10.1534/g3.115.025338,,PMC004xxxxxx/PMC4751567.xml,,GGG_025338,,,,,
26848179,PMC4751568,10.1534/g3.115.025361,,PMC004xxxxxx/PMC4751568.xml,,GGG_025361,,,,,
26852792,PMC4751921,10.12659/AJCR.896096,,PMC004xxxxxx/PMC4751921.xml,,896096,,,,,
26861506,PMC4751922,10.12659/AJCR.896280,,PMC004xxxxxx/PMC4751922.xml,,896280,,,,,
26861593,PMC4751923,10.12659/MSM.897114,,PMC004xxxxxx/PMC4751923.xml,,897114,,,,,
26878053,PMC4751924,10.1055/s-0035-1569846,,PMC004xxxxxx/PMC4751924.xml,,,,,,,
26642438,PMC4752002,10.1038/nm.4003,NIHMS735487,PMC004xxxxxx/PMC4752002.xml,,,,,,,
26301327,PMC4752120,10.1038/nn.4095,NIHMS712802,PMC004xxxxxx/PMC4752120.xml,,,,,,,
26699898,PMC4752191,10.1021/jacs.5b12057,,PMC004xxxxxx/PMC4752191.xml,,,,,,,
26536318,PMC4752376,10.1097/QAI.0000000000000889,,PMC004xxxxxx/PMC4752376.xml,,QAIV15960,,00022,,,
26428231,PMC4752378,10.1097/QAI.0000000000000853,,PMC004xxxxxx/PMC4752378.xml,,QAIV15708,,00005,,,
26397935,PMC4752388,10.1097/QAI.0000000000000860,,PMC004xxxxxx/PMC4752388.xml,,QAIV15764,,00010,,,
26814963,PMC4752392,10.1038/nature16549,NIHMS746506,PMC004xxxxxx/PMC4752392.xml,,,,,,,
26361174,PMC4752404,10.1097/QAI.0000000000000846,,PMC004xxxxxx/PMC4752404.xml,,QAIV15701,,00014,,,
26379068,PMC4752409,10.1097/QAI.0000000000000852,,PMC004xxxxxx/PMC4752409.xml,,QAIV15741,,00002,,,
26379070,PMC4752415,10.1097/QAI.0000000000000848,,PMC004xxxxxx/PMC4752415.xml,,QAIV15799,,00015,,,
26958588,PMC4752547,10.1063/1.4941600,,PMC004xxxxxx/PMC4752547.xml,,012693SDY,,,,,SD-FEMTO1215-00122R
26958585,PMC4752554,10.1063/1.4940916,,PMC004xxxxxx/PMC4752554.xml,,001603SDY,,,,,SD-RE15-00119R
26958587,PMC4752567,10.1063/1.4941602,,PMC004xxxxxx/PMC4752567.xml,,014693SDY,,,,,SD-FEMTO1215-00093R2
26507418,PMC4752580,10.1007/s12576-015-0416-1,,PMC004xxxxxx/PMC4752580.xml,,416,,,,,
26881284,PMC4752662,10.1136/annrheumdis-2015-208237corr1,,PMC004xxxxxx/PMC4752662.xml,,annrheumdis-2015-208237corr1,,,,,
26885328,PMC4752682,,,PMC004xxxxxx/PMC4752682.xml,,ijm-7-294,,,,,
26885329,PMC4752683,,,PMC004xxxxxx/PMC4752683.xml,,ijm-7-302,,,,,
26885330,PMC4752684,,,PMC004xxxxxx/PMC4752684.xml,,ijm-7-310,,,,,
26885331,PMC4752685,,,PMC004xxxxxx/PMC4752685.xml,,ijm-7-315,,,,,
26885332,PMC4752686,,,PMC004xxxxxx/PMC4752686.xml,,ijm-7-319,,,,,
26885333,PMC4752687,,,PMC004xxxxxx/PMC4752687.xml,,ijm-7-324,,,,,
26885334,PMC4752688,,,PMC004xxxxxx/PMC4752688.xml,,ijm-7-333,,,,,
26885335,PMC4752689,,,PMC004xxxxxx/PMC4752689.xml,,ijm-7-338,,,,,
26867177,PMC4752723,10.1016/j.chom.2016.01.007,,PMC004xxxxxx/PMC4752723.xml,,S1931-3128(16)30006-3,,,,,
26270766,PMC4752912,10.1038/gim.2015.107,NIHMS703937,PMC004xxxxxx/PMC4752912.xml,,,,,,,
26270765,PMC4752925,10.1038/gim.2015.102,NIHMS703936,PMC004xxxxxx/PMC4752925.xml,,,,,,,
26929733,PMC4753155,10.7150/ijbs.14950,,PMC004xxxxxx/PMC4753155.xml,,ijbsv12p0270,,,,,
26929734,PMC4753156,10.7150/ijbs.14951,,PMC004xxxxxx/PMC4753156.xml,,ijbsv12p0273,,,,,
26929735,PMC4753157,10.7150/ijbs.14952,,PMC004xxxxxx/PMC4753157.xml,,ijbsv12p0283,,,,,
26929736,PMC4753158,10.7150/ijbs.14995,,PMC004xxxxxx/PMC4753158.xml,,ijbsv12p0292,,,,,
26929737,PMC4753159,10.7150/ijbs.14996,,PMC004xxxxxx/PMC4753159.xml,,ijbsv12p0302,,,,,
26929738,PMC4753160,10.7150/ijbs.15001,,PMC004xxxxxx/PMC4753160.xml,,ijbsv12p0314,,,,,
26929739,PMC4753161,10.7150/ijbs.15017,,PMC004xxxxxx/PMC4753161.xml,,ijbsv12p0326,,,,,
26929740,PMC4753162,10.7150/ijbs.15020,,PMC004xxxxxx/PMC4753162.xml,,ijbsv12p0338,,,,,
26599718,PMC4753534,10.1021/acs.jmedchem.5b00752,,PMC004xxxxxx/PMC4753534.xml,,,,,,,
24662767,PMC4753672,10.1038/jid.2014.154,EMS57574,PMC004xxxxxx/PMC4753672.xml,,,,,,,
26482879,PMC4753676,10.1038/ng.3424,EMS65321,PMC004xxxxxx/PMC4753676.xml,,,,,,,
26949560,PMC4753723,10.1155/2016/2308436,,PMC004xxxxxx/PMC4753723.xml,,,,,,,
26239362,PMC4753781,10.1038/ncomms8939,NIHMS704160,PMC004xxxxxx/PMC4753781.xml,,,,,,,
,PMC4753787,10.1097/PGP.0000000000000203,,PMC004xxxxxx/PMC4753787.xml,,,,,,,
26285737,PMC4753844,10.1021/acs.biomac.5b00905,,PMC004xxxxxx/PMC4753844.xml,,,,,,,
27147845,PMC4753960,10.2147/OAEM.S10388,,PMC004xxxxxx/PMC4753960.xml,,oaem-3-001,,,,,
27147846,PMC4753961,10.2147/OAEM.S11862,,PMC004xxxxxx/PMC4753961.xml,,oaem-3-007,,,,,
27147847,PMC4753962,10.2147/OAEM.S14307,,PMC004xxxxxx/PMC4753962.xml,,oaem-3-013,,,,,
27147848,PMC4753963,10.2147/OAEM.S17042,,PMC004xxxxxx/PMC4753963.xml,,oaem-3-021,,,,,
27147849,PMC4753964,10.2147/OAEM.S17853,,PMC004xxxxxx/PMC4753964.xml,,oaem-3-029,,,,,
27147850,PMC4753965,10.2147/OAEM.S19235,,PMC004xxxxxx/PMC4753965.xml,,oaem-3-033,,,,,
27147851,PMC4753966,10.2147/OAEM.S22795,,PMC004xxxxxx/PMC4753966.xml,,oaem-3-039,,,,,
27147852,PMC4753967,10.2147/OAEM.S22802,,PMC004xxxxxx/PMC4753967.xml,,oaem-3-049,,,,,
27147853,PMC4753968,10.2147/OAEM.S16679,,PMC004xxxxxx/PMC4753968.xml,,oaem-3-055,,,,,
27147854,PMC4753969,10.2147/OAEM.S24962,,PMC004xxxxxx/PMC4753969.xml,,oaem-3-069,,,,,
27147856,PMC4753970,10.2147/OAEM.S24963,,PMC004xxxxxx/PMC4753970.xml,,oaem-3-087,,,,,
27147857,PMC4753972,10.2147/OAEM.S27462,,PMC004xxxxxx/PMC4753972.xml,,oaem-4-001,,,,,
27147858,PMC4753973,10.2147/OAEM.S25048,,PMC004xxxxxx/PMC4753973.xml,,oaem-4-005,,,,,
27147859,PMC4753974,10.2147/OAEM.S33063,,PMC004xxxxxx/PMC4753974.xml,,oaem-4-017,,,,,
27147862,PMC4753975,10.2147/OAEM.S30998,,PMC004xxxxxx/PMC4753975.xml,,oaem-4-053,,,,,
27147863,PMC4753976,10.2147/OAEM.S25587,,PMC004xxxxxx/PMC4753976.xml,,oaem-4-069,,,,,
27147860,PMC4753977,10.2147/OAEM.S30666,,PMC004xxxxxx/PMC4753977.xml,,oaem-4-021,,,,,
27147864,PMC4753978,10.2147/OAEM.S35341,,PMC004xxxxxx/PMC4753978.xml,,oaem-4-075,,,,,
27147865,PMC4753979,10.2147/OAEM.S32809,,PMC004xxxxxx/PMC4753979.xml,,oaem-4-085,,,,,
27147866,PMC4753980,10.2147/OAEM.S34171,,PMC004xxxxxx/PMC4753980.xml,,oaem-4-093,,,,,
27147861,PMC4753987,10.2147/OAEM.S29942,,PMC004xxxxxx/PMC4753987.xml,,oaem-4-031,,,,,
27147855,PMC4753994,10.2147/OAEM.S17429,,PMC004xxxxxx/PMC4753994.xml,,oaem-3-077,,,,,
26551541,PMC4754078,10.1038/nn.4167,NIHMS731168,PMC004xxxxxx/PMC4754078.xml,,,,,,,
26864634,PMC4754089,10.12659/MSM.895759,,PMC004xxxxxx/PMC4754089.xml,,895759,,,,,
26867942,PMC4754090,10.12659/AJCR.896036,,PMC004xxxxxx/PMC4754090.xml,,896036,,,,,
26866356,PMC4754091,10.12659/MSM.897076,,PMC004xxxxxx/PMC4754091.xml,,897076,,,,,
26868022,PMC4754092,10.12659/MSM.895881,,PMC004xxxxxx/PMC4754092.xml,,895881,,,,,
26937261,PMC4754093,10.12659/PJR.895307,,PMC004xxxxxx/PMC4754093.xml,,895307,,,,,
26900413,PMC4754094,10.1021/acs.jpcc.5b10492,,PMC004xxxxxx/PMC4754094.xml,,,,,,,
26878864,PMC4754208,10.1007/s13317-016-0077-y,,PMC004xxxxxx/PMC4754208.xml,,77,,,,,
26503042,PMC4754353,10.1038/nature15510,NIHMS718014,PMC004xxxxxx/PMC4754353.xml,,,,,,,
26560835,PMC4754503,10.2183/pjab.91.447,,PMC004xxxxxx/PMC4754503.xml,,pjab-91-447,,,,,
26560836,PMC4754504,10.2183/pjab.91.469,,PMC004xxxxxx/PMC4754504.xml,,pjab-91-469,,,,,
26568322,PMC4754505,10.2183/pjab.91.481,,PMC004xxxxxx/PMC4754505.xml,,pjab-91-481,,,,,
26560837,PMC4754506,10.2183/pjab.91.501,,PMC004xxxxxx/PMC4754506.xml,,pjab-91-501,,,,,
26925407,PMC4754558,10.5339/gcsp.2015.62,,PMC004xxxxxx/PMC4754558.xml,,gcsp.2015.62,,,,,
26925409,PMC4754559,10.5339/gcsp.2015.50,,PMC004xxxxxx/PMC4754559.xml,,gcsp.2015.50,,,,,
26925405,PMC4754560,10.5339/gcsp.2015.60,,PMC004xxxxxx/PMC4754560.xml,,gcsp.2015.60,,,,,
26925408,PMC4754561,10.5339/gcsp.2015.63,,PMC004xxxxxx/PMC4754561.xml,,gcsp.2015.63,,,,,
26925406,PMC4754562,10.5339/gcsp.2015.61,,PMC004xxxxxx/PMC4754562.xml,,gcsp.2015.61,,,,,
26884772,PMC4754564,,,PMC004xxxxxx/PMC4754564.xml,,jod-12-389,,,,,
26884773,PMC4754565,,,PMC004xxxxxx/PMC4754565.xml,,jod-12-398,,,,,
26884774,PMC4754566,,,PMC004xxxxxx/PMC4754566.xml,,jod-12-409,,,,,
26884775,PMC4754567,,,PMC004xxxxxx/PMC4754567.xml,,jod-12-414,,,,,
26884776,PMC4754568,,,PMC004xxxxxx/PMC4754568.xml,,jod-12-424,,,,,
26884777,PMC4754569,,,PMC004xxxxxx/PMC4754569.xml,,jod-12-430,,,,,
26884778,PMC4754570,,,PMC004xxxxxx/PMC4754570.xml,,jod-12-436,,,,,
26884779,PMC4754571,,,PMC004xxxxxx/PMC4754571.xml,,jod-12-447,,,,,
26884780,PMC4754572,,,PMC004xxxxxx/PMC4754572.xml,,jod-12-456,,,,,
26884781,PMC4754573,,,PMC004xxxxxx/PMC4754573.xml,,jod-12-460,,,,,
26779812,PMC4754671,10.1038/nm.4032,NIHMS745555,PMC004xxxxxx/PMC4754671.xml,,,,,,,
26090764,PMC4754780,10.1097/PRS.0000000000001636,,PMC004xxxxxx/PMC4754780.xml,,,,00003,,,
26201599,PMC4754787,10.1038/nature14569,NIHMS690111,PMC004xxxxxx/PMC4754787.xml,,,,,,,
26053495,PMC4754941,10.1038/ng.3330,EMS63402,PMC004xxxxxx/PMC4754941.xml,,,,,,,
,PMC4755028,10.1186/1471-2202-8-S2-P106,,PMC004xxxxxx/PMC4755028.xml,,1471-2202-8-S2-P106,,,,,
26122469,PMC4755163,10.1111/1753-6405.12385,,PMC004xxxxxx/PMC4755163.xml,,AZPH12385,,,,,
26305239,PMC4755273,10.1021/jacs.5b04366,,PMC004xxxxxx/PMC4755273.xml,,,,,,,
26867174,PMC4755325,10.1016/j.chom.2016.01.010,,PMC004xxxxxx/PMC4755325.xml,,S1931-3128(16)30009-9,,,,,
26863983,PMC4755332,10.1038/nature16936,NIHMS746504,PMC004xxxxxx/PMC4755332.xml,,,,,,,
26871882,PMC4755356,10.1097/QAI.0000000000000833,,PMC004xxxxxx/PMC4755356.xml,,QAIV15638,,00011,,,
26866954,PMC4755358,10.1097/QAI.0000000000000858,,PMC004xxxxxx/PMC4755358.xml,,QAIV15887,,00007,,,
26937260,PMC4755389,10.12659/PJR.896104,,PMC004xxxxxx/PMC4755389.xml,,896104,,,,,
26873362,PMC4755665,10.12659/MSM.895347,,PMC004xxxxxx/PMC4755665.xml,,895347,,,,,
26874785,PMC4755666,10.12659/MSM.896305,,PMC004xxxxxx/PMC4755666.xml,,896305,,,,,
26871238,PMC4755667,10.12659/MSM.897256,,PMC004xxxxxx/PMC4755667.xml,,897256,,,,,
26889109,PMC4755669,10.5423/PPJ.OA.07.2015.0131,,PMC004xxxxxx/PMC4755669.xml,,ppj-32-001,,,,,
26889110,PMC4755670,10.5423/PPJ.OA.08.2015.0157,,PMC004xxxxxx/PMC4755670.xml,,ppj-32-008,,,,,
26889111,PMC4755671,10.5423/PPJ.OA.05.2015.0091,,PMC004xxxxxx/PMC4755671.xml,,ppj-32-016,,,,,
26889112,PMC4755672,10.5423/PPJ.OA.05.2015.0076,,PMC004xxxxxx/PMC4755672.xml,,ppj-32-025,,,,,
26889113,PMC4755673,10.5423/PPJ.OA.07.2015.0144,,PMC004xxxxxx/PMC4755673.xml,,ppj-32-033,,,,,
26889114,PMC4755674,10.5423/PPJ.OA.08.2015.0160,,PMC004xxxxxx/PMC4755674.xml,,ppj-32-047,,,,,
26889115,PMC4755675,10.5423/PPJ.NT.09.2015.0184,,PMC004xxxxxx/PMC4755675.xml,,ppj-32-053,,,,,
26889116,PMC4755676,10.5423/PPJ.NT.06.2015.0121,,PMC004xxxxxx/PMC4755676.xml,,ppj-32-058,,,,,
26889117,PMC4755677,10.5423/PPJ.NT.07.2015.0138,,PMC004xxxxxx/PMC4755677.xml,,ppj-32-065,,,,,
26889118,PMC4755678,10.5423/PPJ.NT.08.2015.0173,,PMC004xxxxxx/PMC4755678.xml,,ppj-32-070,,,,,
26917969,PMC4755698,10.4137/NMI.S29523,,PMC004xxxxxx/PMC4755698.xml,,nmi-suppl.1-2015-033,,,,,
26917979,PMC4755699,10.4137/BIC.S37778,,PMC004xxxxxx/PMC4755699.xml,,bic-suppl.2-2015-033,,,,,
26917964,PMC4755700,10.4137/SART.S33390,,PMC004xxxxxx/PMC4755700.xml,,sart-10-2016-001,,,,,
26807715,PMC4755828,10.1038/nchembio.2007,NIHMS741419,PMC004xxxxxx/PMC4755828.xml,,,,,,,
26808230,PMC4755832,10.1038/ni.3365,NIHMS742544,PMC004xxxxxx/PMC4755832.xml,,,,,,,
26692174,PMC4755847,10.1038/ni.3330,NIHMS733232,PMC004xxxxxx/PMC4755847.xml,,,,,,,
26751516,PMC4755857,10.1038/nchembio.1999,NIHMS737331,PMC004xxxxxx/PMC4755857.xml,,,,,,,
26727239,PMC4755865,10.1038/nchembio.1997,EMS65943,PMC004xxxxxx/PMC4755865.xml,,,,,,,
26808229,PMC4755875,10.1038/ni.3347,NIHMS738058,PMC004xxxxxx/PMC4755875.xml,,,,,,,
26829766,PMC4755884,10.1038/ni.3331,NIHMS732215,PMC004xxxxxx/PMC4755884.xml,,,,,,,
26779601,PMC4755916,10.1038/ni.3344,NIHMS736165,PMC004xxxxxx/PMC4755916.xml,,,,,,,
26842058,PMC4756436,10.1038/nature16532,EMS66382,PMC004xxxxxx/PMC4756436.xml,,,,,,,
26840484,PMC4756437,10.1038/nature16931,EMS66549,PMC004xxxxxx/PMC4756437.xml,,,,,,,
26825319,PMC4756728,10.1302/2046-3758.51.2000473,,PMC004xxxxxx/PMC4756728.xml,,10.1302_2046-3758.51.2000473,,,,,
26917980,PMC4756769,10.4137/BIC.S34417,,PMC004xxxxxx/PMC4756769.xml,,bic-suppl.1-2016-001,,,,,
26937323,PMC4756770,10.7453/gahmj.2015.091,,PMC004xxxxxx/PMC4756770.xml,,gahmj.2015.091,,,,,
26937312,PMC4756771,10.7453/gahmj.2015.083,,PMC004xxxxxx/PMC4756771.xml,,gahmj.2015.083,,,,,
26937307,PMC4756772,10.7453/gahmj.2015.130,,PMC004xxxxxx/PMC4756772.xml,,gahmj.2015.130,,,,,
26937311,PMC4756773,10.7453/gahmj.2015.065,,PMC004xxxxxx/PMC4756773.xml,,gahmj.2015.065,,,,,
26937321,PMC4756774,10.7453/gahmj.2015.019,,PMC004xxxxxx/PMC4756774.xml,,gahmj.2015.019,,,,,
26937308,PMC4756775,10.7453/gahmj.2015.133,,PMC004xxxxxx/PMC4756775.xml,,gahmj.2015.133,,,,,
26937309,PMC4756776,10.7453/gahmj.2015.129,,PMC004xxxxxx/PMC4756776.xml,,gahmj.2015.129,,,,,
26937316,PMC4756777,10.7453/gahmj.2015.104,,PMC004xxxxxx/PMC4756777.xml,,gahmj.2015.104,,,,,
26937314,PMC4756778,10.7453/gahmj.2015.085,,PMC004xxxxxx/PMC4756778.xml,,gahmj.2015.085,,,,,
26937320,PMC4756779,10.7453/gahmj.2015.010,,PMC004xxxxxx/PMC4756779.xml,,gahmj.2015.010,,,,,
,PMC4756780,10.7453/gahmj.2015.134,,PMC004xxxxxx/PMC4756780.xml,,gahmj.2015.134,,,,,
26937315,PMC4756781,10.7453/gahmj.2015.128,,PMC004xxxxxx/PMC4756781.xml,,gahmj.2015.128,,,,,
26937313,PMC4756782,10.7453/gahmj.2015.101,,PMC004xxxxxx/PMC4756782.xml,,gahmj.2015.101,,,,,
26937318,PMC4756783,10.7453/gahmj.2015.094,,PMC004xxxxxx/PMC4756783.xml,,gahmj.2015.094,,,,,
26937322,PMC4756784,10.7453/gahmj.2015.030,,PMC004xxxxxx/PMC4756784.xml,,gahmj.2015.030,,,,,
26937325,PMC4756786,10.7453/gahmj.2015.131,,PMC004xxxxxx/PMC4756786.xml,,gahmj.2015.131,,,,,
26937319,PMC4756787,10.7453/gahmj.2015.097,,PMC004xxxxxx/PMC4756787.xml,,gahmj.2015.097,,,,,
26937317,PMC4756788,10.7453/gahmj.2015.116,,PMC004xxxxxx/PMC4756788.xml,,gahmj.2015.116,,,,,
26937324,PMC4756789,10.7453/gahmj.2015.118,,PMC004xxxxxx/PMC4756789.xml,,gahmj.2015.118,,,,,
26724916,PMC4756791,10.12659/MSM.895368,,PMC004xxxxxx/PMC4756791.xml,,895368,,,,,
,PMC4756827,10.1093/nar/gkv1436,,PMC004xxxxxx/PMC4756827.xml,,,,,,,
,PMC4756828,10.1093/nar/gkv1437,,PMC004xxxxxx/PMC4756828.xml,,,,,,,
,PMC4756829,10.1093/nar/gkv1438,,PMC004xxxxxx/PMC4756829.xml,,,,,,,
26446995,PMC4756855,10.1093/nar/gkv999,,PMC004xxxxxx/PMC4756855.xml,,,,,,,
26917982,PMC4756858,10.4137/CMC.S36504,,PMC004xxxxxx/PMC4756858.xml,,cmc-10-2016-023,,,,,
26917949,PMC4756859,10.4137/IMI.S25587,,PMC004xxxxxx/PMC4756859.xml,,imi-11-2016-001,,,,,
26917947,PMC4756860,10.4137/BMI.S33191,,PMC004xxxxxx/PMC4756860.xml,,bmi-11-2016-031,,,,,
26917946,PMC4756861,10.4137/BMI.S32188,,PMC004xxxxxx/PMC4756861.xml,,bmi-11-2016-019,,,,,
26917953,PMC4756862,10.4137/BBI.S29334,,PMC004xxxxxx/PMC4756862.xml,,bbi-suppl.4-2015-021,,,,,
26917944,PMC4756863,10.4137/BMI.S29514,,PMC004xxxxxx/PMC4756863.xml,,bmi-suppl.4-2015-059,,,,,
26917967,PMC4756864,10.4137/IDRT.S31741,,PMC004xxxxxx/PMC4756864.xml,,idrt-9-2016-011,,,,,
26876295,PMC4756865,10.12659/MSM.897500,,PMC004xxxxxx/PMC4756865.xml,,897500,,,,,
26878399,PMC4756866,10.12659/MSM.897531,,PMC004xxxxxx/PMC4756866.xml,,897531,,,,,
26443297,PMC4757129,10.1177/1971400915609352,,PMC004xxxxxx/PMC4757129.xml,,10.1177_1971400915609352,,,,,
26279189,PMC4757492,10.1016/j.cell.2015.07.043,,PMC004xxxxxx/PMC4757492.xml,S0092-8674(15)00959-9,,,,,,
26752376,PMC4757503,10.1038/ni.3329,NIHMS733231,PMC004xxxxxx/PMC4757503.xml,,,,,,,
26279298,PMC4757517,10.1038/onc.2015.309,NIHMS708093,PMC004xxxxxx/PMC4757517.xml,,,,,,,
25716136,PMC4757601,10.1007/s10198-015-0671-3,,PMC004xxxxxx/PMC4757601.xml,,671,,,,,
26779600,PMC4757736,10.1038/ni.3348,EMS65908,PMC004xxxxxx/PMC4757736.xml,,,,,,,
26807651,PMC4757740,10.1021/acs.langmuir.5b04246,,PMC004xxxxxx/PMC4757740.xml,,,,,,,
26811944,PMC4757857,10.1021/acs.biochem.5b01268,,PMC004xxxxxx/PMC4757857.xml,,,,,,,
25853333,PMC4758130,10.1038/ki.2015.115,EMS62528,PMC004xxxxxx/PMC4758130.xml,,,,,,,
26660159,PMC4758245,10.1093/gbe/evv249,,PMC004xxxxxx/PMC4758245.xml,,evv249,,,,,
27004129,PMC4758254,10.1038/nplants.2015.202,NIHMS738922,PMC004xxxxxx/PMC4758254.xml,,,,,,,
26925438,PMC4758313,10.1007/s13337-015-0293-5,,PMC004xxxxxx/PMC4758313.xml,,293,,,,,
26879981,PMC4758333,10.12659/MSM.894997,,PMC004xxxxxx/PMC4758333.xml,,894997,,,,,
26874639,PMC4758334,10.12659/AJCR.895399,,PMC004xxxxxx/PMC4758334.xml,,895399,,,,,
26881880,PMC4758335,10.12659/MSM.897179,,PMC004xxxxxx/PMC4758335.xml,,897179,,,,,
26876112,PMC4758338,10.12659/AJCR.896070,,PMC004xxxxxx/PMC4758338.xml,,896070,,,,,
25755182,PMC4758353,10.1002/oby.21028,NIHMS651353,PMC004xxxxxx/PMC4758353.xml,,,,,,,
26763416,PMC4758363,10.1016/j.jid.2015.11.010,NIHMS736052,PMC004xxxxxx/PMC4758363.xml,,,,,,,
26937298,PMC4758436,10.5826/dpc.0601a01,,PMC004xxxxxx/PMC4758436.xml,,dp0601a01,,,,,
26937299,PMC4758437,10.5826/dpc.0601a02,,PMC004xxxxxx/PMC4758437.xml,,dp0601a02,,,,,
26937300,PMC4758438,10.5826/dpc.0601a03,,PMC004xxxxxx/PMC4758438.xml,,dp0601a03,,,,,
26937301,PMC4758439,10.5826/dpc.0601a04,,PMC004xxxxxx/PMC4758439.xml,,dp0601a04,,,,,
26937302,PMC4758440,10.5826/dpc.0601a05,,PMC004xxxxxx/PMC4758440.xml,,dp0601a05,,,,,
26937303,PMC4758441,10.5826/dpc.0601a06,,PMC004xxxxxx/PMC4758441.xml,,dp0601a06,,,,,
26937304,PMC4758442,10.5826/dpc.0601a07,,PMC004xxxxxx/PMC4758442.xml,,dp0601a07,,,,,
26937305,PMC4758443,10.5826/dpc.0601a08,,PMC004xxxxxx/PMC4758443.xml,,dp0601a08,,,,,
26036939,PMC4758545,10.1038/jcbfm.2015.113,,PMC004xxxxxx/PMC4758545.xml,,10.1038_jcbfm.2015.113,,,,,
25953125,PMC4758694,10.1038/ijo.2015.83,NIHMS684204,PMC004xxxxxx/PMC4758694.xml,,,,,,,
26917954,PMC4758801,10.4137/VRT.S34187,,PMC004xxxxxx/PMC4758801.xml,,vrt-7-2016-001,,,,,
26917977,PMC4758802,10.4137/OED.S35895,,PMC004xxxxxx/PMC4758802.xml,,oed-8-2016-001,,,,,
26917970,PMC4758803,10.4137/NMI.S29527,,PMC004xxxxxx/PMC4758803.xml,,nmi-suppl.1-2015-041,,,,,
26929860,PMC4758842,10.1055/s-0035-1570320,,PMC004xxxxxx/PMC4758842.xml,,150076,,,,,
26283639,PMC4758914,10.1038/mp.2015.83,NIHMS670956,PMC004xxxxxx/PMC4758914.xml,,,,,,,
,PMC4758923,10.14814/phy2.12523,,PMC004xxxxxx/PMC4758923.xml,,PHY212523,,,,,
,PMC4759048,10.14814/phy2.12524,,PMC004xxxxxx/PMC4759048.xml,,PHY212524,,,,,
26839113,PMC4759222,10.1007/s00439-016-1636-z,,PMC004xxxxxx/PMC4759222.xml,,1636,,,,,
26942111,PMC4759340,10.5339/qmj.2015.18,,PMC004xxxxxx/PMC4759340.xml,,qmj.2015.18,,,,,
,PMC4759463,10.1111/jcmm.12692,,PMC004xxxxxx/PMC4759463.xml,,JCMM12692,,,,,
26799094,PMC4759613,10.1021/acsami.5b11632,,PMC004xxxxxx/PMC4759613.xml,,,,,,,
26479967,PMC4759614,10.1021/acs.bioconjchem.5b00504,,PMC004xxxxxx/PMC4759614.xml,,,,,,,
26937421,PMC4759615,10.1021/acsphotonics.5b00671,,PMC004xxxxxx/PMC4759615.xml,,,,,,,
26618561,PMC4759616,10.1021/acschemneuro.5b00262,,PMC004xxxxxx/PMC4759616.xml,,,,,,,
26172432,PMC4759617,10.1021/acs.bioconjchem.5b00338,,PMC004xxxxxx/PMC4759617.xml,,,,,,,
26286399,PMC4759618,10.1021/acs.bioconjchem.5b00335,,PMC004xxxxxx/PMC4759618.xml,,,,,,,
26625251,PMC4759619,10.1021/acschemneuro.5b00159,,PMC004xxxxxx/PMC4759619.xml,,,,,,,
26814200,PMC4759682,10.1177/0271678X15619790,,PMC004xxxxxx/PMC4759682.xml,,10.1177_0271678X15619790,,,,,
26814199,PMC4759683,10.1177/0271678X15620125,,PMC004xxxxxx/PMC4759683.xml,,10.1177_0271678X15620125,,,,,
,PMC4759706,10.1002/psp4.12055,,PMC004xxxxxx/PMC4759706.xml,,PSP412055,,,,,
,PMC4760379,10.1097/NEN.0000000000000044,,PMC004xxxxxx/PMC4760379.xml,,NEN13278,,00010,,,
,PMC4760390,10.14814/phy2.12522,,PMC004xxxxxx/PMC4760390.xml,,PHY212522,,,,,
,PMC4760395,10.14814/phy2.12521,,PMC004xxxxxx/PMC4760395.xml,,PHY212521,,,,,
26203059,PMC4760413,10.1093/infdis/jiv381,,PMC004xxxxxx/PMC4760413.xml,,jiv381,,,,,
26655841,PMC4760421,10.1093/infdis/jiv526,,PMC004xxxxxx/PMC4760421.xml,,jiv526,,,,,
,PMC4760447,10.14814/phy2.12105,,PMC004xxxxxx/PMC4760447.xml,,PHY212105,,,,,
26410807,PMC4760633,10.1016/j.jconrel.2015.09.047,,PMC004xxxxxx/PMC4760633.xml,S0168-3659(15)30147-4,,,,,,
26883054,PMC4760649,10.12659/MSM.895306,,PMC004xxxxxx/PMC4760649.xml,,895306,,,,,
26966472,PMC4760650,10.12659/PJR.896034,,PMC004xxxxxx/PMC4760650.xml,,896034,,,,,
26917974,PMC4760667,10.4137/JEN.S25096,,PMC004xxxxxx/PMC4760667.xml,,jen-10-2016-021,,,,,
